career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Software Engineering,83.39,92.24,5.61,6.82,7.14,3.39,8.16,6.97,7.46,6.81,5.55,4.57,2.0,6.97,2.97,8.7,9.86,5.06,4.47,1.3,7.6,5.05,6.4,6.98,5.83,0.6,8,5.63,1,10,117,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,8.5,6.58,1.15,6.18,4.17,2.62,0,0,0,0,1.02,0,4.64,4.09,Systems Software Engineer
Cybersecurity,76.58,79.69,7.48,4.07,8.09,4.86,2.23,5.67,5.54,4.49,6.88,8.55,7.73,3.9,5.87,7.89,4.55,6.12,5.43,9.33,3.36,3.0,5.04,8.6,6.63,0.74,6,4.96,2,11,135,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.96,5.4,7.63,3.63,6.66,5.19,5,0,1,7,3.39,1,2.15,2.98,GRC Analyst
Quality Assurance & Testing,71.26,58.69,6.95,7.15,3.49,2.72,7.4,6.14,0.85,5.28,3.9,1.28,6.59,0.81,7.56,4.93,3.38,2.44,6.22,7.4,7.68,4.87,6.98,9.82,7.85,0.96,5,2.22,1,6,122,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5.18,2.74,0.65,1.73,4.8,2.42,0,0,0,0,3.77,0,2.55,2.14,Automation Test Engineer
Software Engineering,52.59,46.74,6.68,5.18,2.99,3.02,8.05,6.69,6.02,9.05,5.0,3.21,4.86,5.14,4.17,6.87,8.44,6.58,6.66,5.52,8.55,4.79,9.93,5.85,7.5,0.48,7,8.84,1,9,154,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,7.63,4.03,6.1,3.12,7.44,0.0,0,0,1,0,1.42,0,4.28,2.58,Application Support Engineer
Data & Artificial Intelligence,51.91,81.96,8.45,8.95,5.42,5.78,4.61,4.36,5.49,9.08,4.72,1.63,2.24,1.54,1.72,4.25,5.7,6.96,4.42,2.46,3.3,4.77,6.06,7.26,7.08,0.47,5,4.4,0,10,96,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5.52,6.69,4.68,6.99,5.26,2.47,1,1,0,0,2.43,0,0.62,1.84,Analytics Engineer
Software Engineering,75.19,77.75,9.54,2.65,7.81,5.68,5.22,8.28,6.84,5.42,7.64,5.63,5.48,2.97,5.08,6.24,9.26,2.59,4.24,7.61,8.05,6.21,7.35,7.67,6.92,0.85,5,5.57,0,5,23,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,5.81,3.48,4.36,1.36,8.32,1.08,0,0,0,0,2.49,0,0.98,1.07,Backend Engineer
UI/UX & Product,69.29,68.61,9.16,3.36,4.72,5.81,5.24,5.47,1.42,4.81,1.47,3.22,2.57,8.85,5.85,4.24,4.52,5.96,5.46,10.0,9.25,6.39,8.15,5.19,7.84,0.73,8,6.62,1,9,156,2,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2.52,6.15,3.15,6.11,5.84,0.44,0,0,0,0,3.9,0,5.62,1.09,UX Designer
Software Engineering,81.61,100.0,8.15,6.82,7.44,1.61,4.24,4.64,4.88,6.13,7.45,5.41,5.7,7.58,5.9,4.17,8.65,8.36,5.9,8.62,7.14,4.74,5.11,7.82,4.9,0.59,7,5.24,1,6,129,3,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,1,6.41,9.28,4.83,4.13,2.16,3.94,0,0,0,0,1.93,0,3.51,3.33,Systems Software Engineer
Quality Assurance & Testing,50.01,83.27,7.39,5.83,6.42,0.56,2.51,6.39,0.07,3.16,1.95,2.9,5.33,6.12,9.49,6.19,3.55,2.56,3.71,5.49,7.53,7.66,6.08,7.3,9.5,0.9,4,6.5,1,9,131,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,0,2.38,8.82,1.63,2.78,6.39,5.56,0,0,0,1,0.68,0,2.01,0.0,Automation Test Engineer
Data & Artificial Intelligence,75.85,56.75,9.83,6.46,5.07,4.41,4.01,9.2,3.3,9.0,3.77,0.16,1.53,8.15,5.0,7.63,6.24,8.8,3.38,7.17,6.69,7.37,8.05,9.8,6.68,0.53,4,2.9,1,2,107,5,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3.04,4.72,6.39,7.74,5.43,2.37,0,0,0,0,2.23,0,2.57,1.57,Data Analyst
Software Engineering,56.19,86.17,7.66,2.77,7.16,7.47,8.04,4.86,8.97,4.49,4.54,1.61,2.1,3.97,3.4,5.71,9.74,5.54,7.58,1.17,3.6,6.64,4.41,9.05,7.91,0.56,2,8.62,0,11,64,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,6.32,4.2,5.34,4.53,5.31,0.96,0,0,0,0,0.49,0,2.93,2.41,Mobile Application Developer
UI/UX & Product,64.33,49.4,7.15,5.37,4.71,4.36,5.69,6.48,2.03,3.89,0.98,2.98,2.1,9.41,1.84,5.66,4.65,4.43,4.66,4.29,8.19,8.22,8.85,6.32,7.16,0.62,3,7.19,0,2,70,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4.48,3.64,1.88,3.49,2.56,2.83,0,0,0,0,0.36,0,2.47,0.32,Associate Product Manager
Software Engineering,69.06,66.46,7.82,6.75,5.64,9.05,5.99,3.53,7.0,6.07,3.9,3.01,7.22,6.3,4.67,5.85,7.51,4.95,5.51,8.1,4.44,7.44,1.29,6.49,5.82,0.49,8,6.81,1,10,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,6.05,1.25,5.53,1.9,4.1,0.0,0,0,0,0,2.46,0,3.03,1.6,Full-Stack Developer
Cybersecurity,65.75,69.74,6.29,5.2,7.61,2.1,4.53,7.96,4.72,2.97,7.51,7.8,6.97,2.89,9.07,3.44,4.54,1.02,6.14,8.89,7.75,5.32,4.74,8.3,5.18,0.87,9,6.35,2,7,244,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6.69,5.0,0.95,3.38,3.63,9.25,10,6,3,4,1.49,0,0.45,4.62,Security Operations Engineer
Systems & Infrastructure,75.99,79.65,9.06,5.24,7.79,3.91,5.6,5.65,2.98,7.32,4.85,1.46,3.31,2.36,6.61,6.55,4.92,6.0,5.35,6.5,5.44,4.65,6.83,7.06,4.31,0.45,4,8.7,2,12,149,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,5.79,4.5,2.26,6.02,4.13,0.94,0,1,0,0,8.21,1,8.39,7.38,Embedded Systems Engineer
Systems & Infrastructure,81.17,77.3,7.88,5.64,4.7,0.45,5.07,7.29,1.41,9.22,4.14,4.71,8.43,2.57,6.42,3.92,4.66,7.8,5.61,3.16,6.08,5.61,8.2,4.71,3.86,0.6,5,5.9,3,12,173,2,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,6.1,7.29,5.02,7.23,3.32,3.3,0,0,1,0,5.54,0,7.21,5.24,Database Administrator
Data & Artificial Intelligence,75.87,65.84,7.04,5.9,8.35,3.42,7.03,4.99,9.03,9.36,6.94,2.31,5.7,5.98,4.86,4.06,6.94,7.91,7.22,7.95,3.63,3.07,9.17,4.67,6.97,0.57,5,1.53,2,11,144,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,7.35,6.31,4.24,4.89,6.28,1.44,0,0,0,0,1.74,0,0.79,1.04,Data Scientist
Cybersecurity,83.94,75.7,8.59,7.25,5.6,2.49,1.99,4.64,3.47,2.19,5.52,9.2,7.55,0.85,5.41,4.74,6.24,2.72,5.9,6.01,5.79,7.86,5.58,6.98,6.21,0.72,9,5.32,1,21,100,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,6.03,3.64,4.15,5.01,6.31,5.47,2,6,7,2,1.65,2,0.75,1.02,Cybersecurity Engineer
Software Engineering,82.22,65.55,8.25,6.01,7.31,6.68,2.64,3.27,7.89,4.26,3.38,3.64,8.59,6.96,4.55,6.99,8.44,5.46,4.89,6.08,1.29,6.28,3.54,9.22,8.31,0.52,9,6.67,1,7,122,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,8.81,9.79,3.43,3.59,6.72,2.99,0,0,0,0,0.25,0,2.33,1.18,Frontend Engineer
Data & Artificial Intelligence,97.95,65.0,8.3,6.86,6.17,3.79,4.92,8.89,0.21,7.8,5.75,0.92,2.5,5.97,1.04,3.97,4.32,7.76,3.29,4.43,6.86,5.75,5.84,9.33,6.01,0.69,3,7.21,0,2,49,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,5.74,3.84,3.78,5.01,6.19,0.65,0,0,0,0,1.86,0,2.58,4.65,Data Analyst
Software Engineering,61.15,85.59,7.06,3.84,6.23,10.0,5.54,4.58,4.19,6.4,3.32,2.26,4.45,6.4,4.73,7.2,10.0,3.72,4.71,4.0,5.1,6.58,7.53,8.72,7.0,0.64,12,3.02,2,12,212,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,0,1,1,0,0,0,0,0,3.43,2.52,5.37,2.87,6.39,4.05,1,0,0,0,1.13,0,1.94,2.01,Frontend Engineer
Quality Assurance & Testing,59.9,65.45,8.08,7.76,6.01,2.75,9.52,3.83,2.15,6.0,2.85,3.18,9.62,3.59,8.61,3.16,7.4,6.9,2.83,6.18,4.15,3.05,4.44,7.15,7.32,0.7,6,0.82,0,8,139,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,3,0,1,0,0,0,1,0,0,0,0,6.8,4.48,1.04,2.36,8.25,2.14,0,0,0,0,0.45,1,1.85,2.36,Test Architect
UI/UX & Product,62.54,63.36,7.65,5.8,3.5,3.47,7.49,5.18,2.29,6.61,4.57,3.22,3.13,7.65,5.6,7.73,4.79,3.84,3.31,5.62,7.35,7.76,9.05,9.93,7.84,0.86,7,4.33,2,13,212,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,5.07,4.35,1.4,2.5,2.26,0.39,0,0,0,0,1.71,1,1.14,0.85,Associate Product Manager
Software Engineering,80.94,68.92,8.8,4.65,7.45,6.29,5.07,6.35,2.47,5.52,7.55,6.0,6.48,5.75,7.78,4.92,8.12,5.63,4.24,5.62,4.94,4.71,4.99,9.42,6.14,0.66,7,5.14,2,11,110,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6.19,5.11,5.36,5.12,6.99,1.86,0,0,0,0,5.51,0,2.01,1.42,Full-Stack Developer
Cybersecurity,96.61,67.71,8.11,5.8,3.83,2.77,4.21,8.54,3.51,3.87,10.0,8.19,10.0,2.47,2.64,3.33,6.51,7.19,6.43,5.44,0.77,7.15,5.43,6.0,6.88,0.5,12,3.9,2,13,209,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,0,0,2,7.47,4.93,7.49,5.96,7.07,7.55,20,8,4,5,3.39,1,5.31,2.14,Cloud Security Engineer
Cybersecurity,55.09,62.6,7.64,4.27,5.96,0.14,3.88,4.84,4.34,5.72,6.47,7.54,6.5,5.12,7.36,7.12,6.05,4.45,4.96,8.7,4.76,5.42,5.99,8.21,9.47,0.53,11,7.49,1,11,202,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,3.88,3.11,5.36,5.63,4.9,4.63,2,0,0,7,4.99,0,0.43,2.26,GRC Analyst
Data & Artificial Intelligence,72.58,86.0,7.25,5.98,6.14,1.4,5.32,8.25,8.96,7.05,1.61,0.36,2.54,0.73,3.74,6.32,5.39,8.85,5.41,5.87,3.28,5.6,4.58,4.22,1.44,0.51,4,3.53,2,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6.07,5.7,3.54,6.55,5.03,4.28,0,0,0,0,1.76,0,2.17,4.28,Data Engineer
"Cloud, DevOps & Platform Engineering",64.52,75.95,8.35,6.87,6.08,3.92,2.87,5.84,2.26,3.39,7.1,0.57,7.01,2.61,4.71,4.93,5.08,4.12,8.62,8.5,5.95,6.49,7.16,7.46,4.43,0.61,3,4.01,0,3,38,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5.25,2.69,5.91,4.09,6.14,2.32,0,0,2,0,2.91,0,0.0,1.62,Cloud Engineer
UI/UX & Product,64.22,65.57,8.53,8.3,3.12,8.19,4.09,4.72,0.02,2.25,0.0,2.66,1.64,5.87,3.67,2.57,8.04,2.31,5.27,3.7,8.57,4.29,6.22,6.27,8.41,0.51,1,8.08,0,4,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.82,4.52,1.22,3.99,2.04,1.8,1,1,0,0,0.85,0,1.73,1.15,UI Designer
Quality Assurance & Testing,60.86,88.91,8.37,1.72,8.41,4.08,7.4,4.69,1.45,5.9,2.9,4.83,5.28,3.23,6.7,4.3,7.65,6.38,6.8,6.88,5.08,4.57,5.15,6.08,6.76,0.61,6,4.85,1,13,179,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.38,4.77,4.4,2.53,6.16,3.37,0,1,0,0,2.49,0,3.42,2.79,Test Architect
Data & Artificial Intelligence,66.34,76.12,8.26,7.66,6.72,2.25,3.72,7.4,6.96,8.65,7.56,2.55,3.62,3.88,3.53,4.91,5.27,8.75,5.76,5.6,4.34,4.92,4.99,9.49,6.48,0.74,4,4.73,1,5,97,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.56,3.75,2.0,5.21,3.44,2.98,1,0,0,1,1.63,1,2.16,1.27,Machine Learning Engineer
Software Engineering,95.2,64.9,8.22,5.67,5.78,9.83,5.49,3.55,4.27,6.06,4.48,2.03,4.66,5.39,3.79,8.33,7.96,6.16,3.87,6.58,5.24,6.63,5.13,6.68,7.21,0.63,6,5.49,0,13,84,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,5.52,3.88,2.09,1.1,4.17,0.0,1,0,0,0,0.35,0,1.88,2.95,Frontend Engineer
Systems & Infrastructure,82.12,91.44,8.92,6.92,8.47,4.21,5.59,4.32,4.03,9.72,5.57,4.46,4.13,3.35,3.8,3.71,4.49,7.02,5.14,9.11,7.17,6.33,6.37,7.14,6.16,0.55,6,8.75,1,11,148,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.06,6.16,4.33,9.52,3.02,3.23,0,0,0,0,8.97,3,8.77,6.6,Embedded Systems Engineer
Quality Assurance & Testing,67.79,67.81,7.61,5.87,8.96,3.81,7.0,7.9,2.16,9.38,5.03,5.17,7.89,3.19,7.23,2.98,6.18,7.83,4.5,6.02,3.2,3.99,4.8,6.78,3.17,0.7,6,7.27,3,23,178,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,5.62,3.87,2.35,1.05,3.89,0.86,2,0,0,1,2.88,0,1.88,3.43,Automation Test Engineer
Data & Artificial Intelligence,80.91,65.69,6.98,8.14,5.87,2.52,4.21,7.51,7.11,5.5,8.84,0.0,3.02,2.62,2.74,4.54,4.81,8.11,6.16,4.23,6.84,5.97,3.11,7.76,6.62,0.59,8,5.6,1,17,175,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,1,0,5.9,7.81,6.0,4.65,2.48,0.05,2,0,0,0,0.32,0,2.98,4.65,MLOps Engineer
UI/UX & Product,67.98,66.97,6.78,6.04,4.75,7.02,8.92,7.76,5.61,5.54,1.42,2.7,4.8,10.0,5.23,9.73,5.58,3.74,5.38,4.28,6.46,6.71,7.13,8.46,8.13,0.8,12,5.13,3,13,241,7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,6,2,0,0,0,0,0,0,6.19,3.24,4.95,4.66,6.01,3.89,0,0,0,0,3.88,1,3.26,1.64,Product Analyst
Systems & Infrastructure,58.35,85.82,7.4,5.59,7.77,4.51,7.95,5.24,1.33,7.91,4.92,3.52,3.2,2.7,6.48,7.36,7.79,6.02,5.46,6.26,7.49,6.26,4.48,5.47,6.32,0.64,8,5.75,2,15,122,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,7.69,5.26,5.29,7.19,6.8,2.06,0,0,0,0,7.64,0,7.62,7.18,Database Administrator
UI/UX & Product,47.67,63.76,8.8,8.56,1.98,6.49,4.19,10.0,1.55,4.79,3.16,3.79,3.51,9.43,3.79,8.94,2.64,3.62,5.77,4.79,7.85,6.22,7.9,5.79,8.57,0.66,7,6.21,2,15,193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2.74,3.92,2.38,3.89,6.24,0.42,1,0,0,0,1.19,0,3.96,3.4,Product Analyst
"Cloud, DevOps & Platform Engineering",73.05,67.18,7.22,6.34,5.38,3.37,1.03,4.85,7.12,5.61,9.29,4.04,9.11,1.95,5.79,6.67,6.7,4.76,7.89,7.24,3.79,7.89,4.89,6.74,9.37,0.55,7,7.02,2,11,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,7.36,6.32,6.22,6.06,6.99,3.64,0,0,0,1,3.48,1,2.4,1.45,Cloud Engineer
Software Engineering,81.36,66.4,7.25,4.92,5.11,4.63,4.89,6.34,6.16,8.32,6.34,3.2,4.72,4.07,4.25,4.78,9.73,6.45,6.69,5.05,6.56,4.75,6.7,8.47,8.73,0.65,3,3.74,2,5,16,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6.41,8.04,7.88,3.84,9.95,2.74,1,0,0,0,2.96,0,2.7,1.89,Application Support Engineer
Cybersecurity,97.3,65.21,8.58,5.22,6.66,4.12,4.06,3.47,4.7,3.57,2.05,7.16,8.08,2.84,4.32,1.18,5.13,5.31,7.41,7.97,3.0,5.39,7.44,6.65,5.73,0.65,10,4.5,1,11,202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,6,1,0,4.94,8.73,1.43,2.96,5.41,4.58,11,8,5,1,3.64,0,2.41,1.14,Cybersecurity Engineer
"Cloud, DevOps & Platform Engineering",71.47,74.94,8.67,2.9,7.28,4.38,3.1,6.36,4.53,4.34,10.0,7.29,9.98,4.35,7.55,3.38,5.26,9.22,9.66,2.26,6.72,4.57,7.15,7.33,4.85,0.83,10,7.19,2,9,160,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,9.64,8.37,7.91,1.3,8.66,3.5,1,0,1,0,2.27,0,1.05,4.67,Cloud Architect
Systems & Infrastructure,71.79,79.25,8.28,7.35,9.93,4.16,6.63,7.37,4.01,8.23,3.18,6.11,6.78,4.35,4.03,7.92,4.94,4.79,7.25,6.01,4.86,2.96,5.01,6.74,5.65,0.67,10,8.67,3,13,179,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,6.2,6.21,4.97,2.29,8.03,6.73,0,0,0,0,7.25,7,6.71,8.56,Embedded Systems Engineer
Cybersecurity,89.47,57.36,6.93,5.25,4.66,2.41,2.02,6.61,6.03,3.42,8.65,7.42,9.57,5.47,8.16,2.59,6.11,7.42,3.17,7.78,5.47,4.98,2.92,5.42,4.67,0.81,8,8.01,0,17,232,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,6.62,5.87,5.53,3.75,5.74,4.4,15,8,0,4,2.72,0,1.3,3.2,Cloud Security Engineer
Software Engineering,87.82,78.7,7.61,6.51,3.06,3.23,2.47,5.48,6.89,5.55,4.39,3.94,6.05,4.59,5.4,7.18,7.36,7.11,5.27,8.34,6.04,6.23,4.71,6.79,9.19,0.67,3,5.77,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5.79,7.32,2.15,5.71,7.19,0.56,0,0,0,0,1.53,1,3.43,2.47,Application Support Engineer
Cybersecurity,71.86,80.04,7.53,4.23,5.66,3.45,2.33,5.67,2.9,4.6,6.75,9.65,5.3,2.26,1.02,4.58,5.1,4.86,3.22,8.35,7.59,3.55,3.22,8.31,4.6,0.8,7,4.37,1,7,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,3,0,0,6.54,3.21,5.72,6.0,4.46,9.73,19,5,4,4,3.32,0,1.78,3.49,Security Operations Engineer
Quality Assurance & Testing,61.17,58.37,6.86,3.1,8.78,4.27,8.07,1.59,2.13,6.24,2.84,3.83,5.6,4.33,9.67,2.88,4.91,8.47,7.63,6.09,6.58,5.27,8.75,8.12,4.48,0.73,4,2.87,1,7,118,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,7.22,6.23,1.2,1.6,5.64,1.68,0,0,0,0,0.78,0,0.75,3.42,QA Engineer
Software Engineering,46.1,73.13,7.14,6.07,1.59,5.33,3.56,1.05,2.78,5.59,3.63,5.49,4.88,5.5,5.26,4.0,10.0,5.45,3.03,4.63,4.55,4.3,2.4,5.97,8.36,0.82,2,5.58,0,7,53,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.15,4.2,4.39,5.1,3.78,0.0,0,1,0,0,1.0,0,3.27,3.86,Application Support Engineer
Data & Artificial Intelligence,90.89,74.13,7.62,5.15,6.58,4.71,6.49,8.51,5.74,9.38,7.84,2.98,0.0,4.18,4.38,7.52,3.74,9.28,4.15,8.09,6.3,10.0,3.75,7.6,8.26,0.59,4,5.43,1,4,34,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.6,9.49,3.51,6.67,7.24,6.09,0,0,0,0,0.09,0,1.53,3.3,BI Analyst
Data & Artificial Intelligence,95.97,75.78,8.61,7.82,5.21,5.36,2.42,8.77,0.4,5.73,4.24,2.06,3.3,2.82,0.83,1.41,4.13,7.76,6.32,5.71,5.04,6.27,4.93,7.1,5.67,0.57,6,4.77,0,7,109,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,4.74,6.06,3.47,3.46,6.07,1.6,0,0,1,0,3.19,0,1.44,2.7,Data Analyst
